id,cliente,ciudad,edad,compras,total_usd,activo,categoria
8687,Cliente_08687,Pereira,66,12,237.0,Sí,Platino
8688,Cliente_08688,Bogotá,67,13,259.95,No,Bronce
8689,Cliente_08689,Medellín,68,14,282.9,Sí,Plata
8690,Cliente_08690,Cali,69,15,305.85,Sí,Oro
8691,Cliente_08691,Cartagena,70,16,328.8,No,Platino
8692,Cliente_08692,Bucaramanga,18,17,351.75,Sí,Bronce
8693,Cliente_08693,Pereira,19,18,374.7,Sí,Plata
8694,Cliente_08694,Bogotá,20,19,397.65,No,Oro
8695,Cliente_08695,Medellín,21,20,420.6,Sí,Platino
8696,Cliente_08696,Cali,22,21,443.55,Sí,Bronce
8697,Cliente_08697,Cartagena,23,22,466.5,No,Plata
8698,Cliente_08698,Bucaramanga,24,23,489.45,Sí,Oro
8699,Cliente_08699,Pereira,25,24,512.4,Sí,Platino
8700,Cliente_08700,Bogotá,26,0,41.6,No,Bronce
8701,Cliente_08701,Medellín,27,1,64.55,Sí,Plata
8702,Cliente_08702,Cali,28,2,87.5,Sí,Oro
8703,Cliente_08703,Cartagena,29,3,110.45,No,Platino
8704,Cliente_08704,Bucaramanga,30,4,79.0,Sí,Bronce
8705,Cliente_08705,Pereira,31,5,101.95,Sí,Plata
8706,Cliente_08706,Bogotá,32,6,124.9,No,Oro
8707,Cliente_08707,Medellín,33,7,147.85,Sí,Platino
8708,Cliente_08708,Cali,34,8,170.8,Sí,Bronce
8709,Cliente_08709,Cartagena,35,9,193.75,No,Plata
8710,Cliente_08710,Bucaramanga,36,10,216.7,Sí,Oro
8711,Cliente_08711,Pereira,37,11,239.65,Sí,Platino
8712,Cliente_08712,Bogotá,38,12,262.6,No,Bronce
8713,Cliente_08713,Medellín,39,13,285.55,Sí,Plata
8714,Cliente_08714,Cali,40,14,308.5,Sí,Oro
8715,Cliente_08715,Cartagena,41,15,331.45,No,Platino
8716,Cliente_08716,Bucaramanga,42,16,354.4,Sí,Bronce
8717,Cliente_08717,Pereira,43,17,377.35,Sí,Plata
8718,Cliente_08718,Bogotá,44,18,400.3,No,Oro
8719,Cliente_08719,Medellín,45,19,423.25,Sí,Platino
8720,Cliente_08720,Cali,46,20,446.2,Sí,Bronce
8721,Cliente_08721,Cartagena,47,21,414.75,No,Plata
8722,Cliente_08722,Bucaramanga,48,22,437.7,Sí,Oro
8723,Cliente_08723,Pereira,49,23,460.65,Sí,Platino
8724,Cliente_08724,Bogotá,50,24,483.6,No,Bronce
8725,Cliente_08725,Medellín,51,0,12.8,Sí,Plata
8726,Cliente_08726,Cali,52,1,35.75,Sí,Oro
8727,Cliente_08727,Cartagena,53,2,58.7,No,Platino
8728,Cliente_08728,Bucaramanga,54,3,81.65,Sí,Bronce
8729,Cliente_08729,Pereira,55,4,104.6,Sí,Plata
8730,Cliente_08730,Bogotá,56,5,127.55,No,Oro
8731,Cliente_08731,Medellín,57,6,150.5,Sí,Platino
8732,Cliente_08732,Cali,58,7,173.45,Sí,Bronce
8733,Cliente_08733,Cartagena,59,8,196.4,No,Plata
8734,Cliente_08734,Bucaramanga,60,9,219.35,Sí,Oro
8735,Cliente_08735,Pereira,61,10,242.3,Sí,Platino
8736,Cliente_08736,Bogotá,62,11,265.25,No,Bronce
8737,Cliente_08737,Medellín,63,12,288.2,Sí,Plata
8738,Cliente_08738,Cali,64,13,256.75,Sí,Oro
8739,Cliente_08739,Cartagena,65,14,279.7,No,Platino
8740,Cliente_08740,Bucaramanga,66,15,302.65,Sí,Bronce
8741,Cliente_08741,Pereira,67,16,325.6,Sí,Plata
8742,Cliente_08742,Bogotá,68,17,348.55,No,Oro
8743,Cliente_08743,Medellín,69,18,371.5,Sí,Platino
8744,Cliente_08744,Cali,70,19,394.45,Sí,Bronce
8745,Cliente_08745,Cartagena,18,20,417.4,No,Plata
8746,Cliente_08746,Bucaramanga,19,21,440.35,Sí,Oro
8747,Cliente_08747,Pereira,20,22,463.3,Sí,Platino
8748,Cliente_08748,Bogotá,21,23,486.25,No,Bronce
8749,Cliente_08749,Medellín,22,24,509.2,Sí,Plata
8750,Cliente_08750,Cali,23,0,38.4,Sí,Oro
8751,Cliente_08751,Cartagena,24,1,61.35,No,Platino
8752,Cliente_08752,Bucaramanga,25,2,84.3,Sí,Bronce
8753,Cliente_08753,Pereira,26,3,107.25,Sí,Plata
8754,Cliente_08754,Bogotá,27,4,130.2,No,Oro
8755,Cliente_08755,Medellín,28,5,98.75,Sí,Platino
8756,Cliente_08756,Cali,29,6,121.7,Sí,Bronce
8757,Cliente_08757,Cartagena,30,7,144.65,No,Plata
8758,Cliente_08758,Bucaramanga,31,8,167.6,Sí,Oro
8759,Cliente_08759,Pereira,32,9,190.55,Sí,Platino
8760,Cliente_08760,Bogotá,33,10,213.5,No,Bronce
8761,Cliente_08761,Medellín,34,11,236.45,Sí,Plata
8762,Cliente_08762,Cali,35,12,259.4,Sí,Oro
8763,Cliente_08763,Cartagena,36,13,282.35,No,Platino
8764,Cliente_08764,Bucaramanga,37,14,305.3,Sí,Bronce
8765,Cliente_08765,Pereira,38,15,328.25,Sí,Plata
8766,Cliente_08766,Bogotá,39,16,351.2,No,Oro
8767,Cliente_08767,Medellín,40,17,374.15,Sí,Platino
8768,Cliente_08768,Cali,41,18,397.1,Sí,Bronce
8769,Cliente_08769,Cartagena,42,19,420.05,No,Plata
8770,Cliente_08770,Bucaramanga,43,20,443.0,Sí,Oro
8771,Cliente_08771,Pereira,44,21,465.95,Sí,Platino
8772,Cliente_08772,Bogotá,45,22,434.5,No,Bronce
8773,Cliente_08773,Medellín,46,23,457.45,Sí,Plata
8774,Cliente_08774,Cali,47,24,480.4,Sí,Oro
8775,Cliente_08775,Cartagena,48,0,9.6,No,Platino
8776,Cliente_08776,Bucaramanga,49,1,32.55,Sí,Bronce
8777,Cliente_08777,Pereira,50,2,55.5,Sí,Plata
8778,Cliente_08778,Bogotá,51,3,78.45,No,Oro
8779,Cliente_08779,Medellín,52,4,101.4,Sí,Platino
8780,Cliente_08780,Cali,53,5,124.35,Sí,Bronce
8781,Cliente_08781,Cartagena,54,6,147.3,No,Plata
8782,Cliente_08782,Bucaramanga,55,7,170.25,Sí,Oro
8783,Cliente_08783,Pereira,56,8,193.2,Sí,Platino
8784,Cliente_08784,Bogotá,57,9,216.15,No,Bronce
8785,Cliente_08785,Medellín,58,10,239.1,Sí,Plata
8786,Cliente_08786,Cali,59,11,262.05,Sí,Oro
8787,Cliente_08787,Cartagena,60,12,285.0,No,Platino
8788,Cliente_08788,Bucaramanga,61,13,307.95,Sí,Bronce
8789,Cliente_08789,Pereira,62,14,276.5,Sí,Plata
8790,Cliente_08790,Bogotá,63,15,299.45,No,Oro
8791,Cliente_08791,Medellín,64,16,322.4,Sí,Platino
8792,Cliente_08792,Cali,65,17,345.35,Sí,Bronce
8793,Cliente_08793,Cartagena,66,18,368.3,No,Plata
8794,Cliente_08794,Bucaramanga,67,19,391.25,Sí,Oro
8795,Cliente_08795,Pereira,68,20,414.2,Sí,Platino
8796,Cliente_08796,Bogotá,69,21,437.15,No,Bronce
8797,Cliente_08797,Medellín,70,22,460.1,Sí,Plata
8798,Cliente_08798,Cali,18,23,483.05,Sí,Oro
8799,Cliente_08799,Cartagena,19,24,506.0,No,Platino
8800,Cliente_08800,Bucaramanga,20,0,35.2,Sí,Bronce
8801,Cliente_08801,Pereira,21,1,58.15,Sí,Plata
8802,Cliente_08802,Bogotá,22,2,81.1,No,Oro
8803,Cliente_08803,Medellín,23,3,104.05,Sí,Platino
8804,Cliente_08804,Cali,24,4,127.0,Sí,Bronce
8805,Cliente_08805,Cartagena,25,5,149.95,No,Plata
8806,Cliente_08806,Bucaramanga,26,6,118.5,Sí,Oro
8807,Cliente_08807,Pereira,27,7,141.45,Sí,Platino
8808,Cliente_08808,Bogotá,28,8,164.4,No,Bronce
8809,Cliente_08809,Medellín,29,9,187.35,Sí,Plata
8810,Cliente_08810,Cali,30,10,210.3,Sí,Oro
8811,Cliente_08811,Cartagena,31,11,233.25,No,Platino
8812,Cliente_08812,Bucaramanga,32,12,256.2,Sí,Bronce
8813,Cliente_08813,Pereira,33,13,279.15,Sí,Plata
8814,Cliente_08814,Bogotá,34,14,302.1,No,Oro
8815,Cliente_08815,Medellín,35,15,325.05,Sí,Platino
8816,Cliente_08816,Cali,36,16,348.0,Sí,Bronce
8817,Cliente_08817,Cartagena,37,17,370.95,No,Plata
8818,Cliente_08818,Bucaramanga,38,18,393.9,Sí,Oro
8819,Cliente_08819,Pereira,39,19,416.85,Sí,Platino
8820,Cliente_08820,Bogotá,40,20,439.8,No,Bronce
8821,Cliente_08821,Medellín,41,21,462.75,Sí,Plata
8822,Cliente_08822,Cali,42,22,485.7,Sí,Oro
8823,Cliente_08823,Cartagena,43,23,454.25,No,Platino
8824,Cliente_08824,Bucaramanga,44,24,477.2,Sí,Bronce
8825,Cliente_08825,Pereira,45,0,6.4,Sí,Plata
8826,Cliente_08826,Bogotá,46,1,29.35,No,Oro
8827,Cliente_08827,Medellín,47,2,52.3,Sí,Platino
8828,Cliente_08828,Cali,48,3,75.25,Sí,Bronce
8829,Cliente_08829,Cartagena,49,4,98.2,No,Plata
8830,Cliente_08830,Bucaramanga,50,5,121.15,Sí,Oro
8831,Cliente_08831,Pereira,51,6,144.1,Sí,Platino
8832,Cliente_08832,Bogotá,52,7,167.05,No,Bronce
8833,Cliente_08833,Medellín,53,8,190.0,Sí,Plata
8834,Cliente_08834,Cali,54,9,212.95,Sí,Oro
8835,Cliente_08835,Cartagena,55,10,235.9,No,Platino
8836,Cliente_08836,Bucaramanga,56,11,258.85,Sí,Bronce
8837,Cliente_08837,Pereira,57,12,281.8,Sí,Plata
8838,Cliente_08838,Bogotá,58,13,304.75,No,Oro
8839,Cliente_08839,Medellín,59,14,327.7,Sí,Platino
8840,Cliente_08840,Cali,60,15,296.25,Sí,Bronce
8841,Cliente_08841,Cartagena,61,16,319.2,No,Plata
8842,Cliente_08842,Bucaramanga,62,17,342.15,Sí,Oro
8843,Cliente_08843,Pereira,63,18,365.1,Sí,Platino
8844,Cliente_08844,Bogotá,64,19,388.05,No,Bronce
8845,Cliente_08845,Medellín,65,20,411.0,Sí,Plata
8846,Cliente_08846,Cali,66,21,433.95,Sí,Oro
8847,Cliente_08847,Cartagena,67,22,456.9,No,Platino
8848,Cliente_08848,Bucaramanga,68,23,479.85,Sí,Bronce
8849,Cliente_08849,Pereira,69,24,502.8,Sí,Plata
8850,Cliente_08850,Bogotá,70,0,32.0,No,Oro
8851,Cliente_08851,Medellín,18,1,54.95,Sí,Platino
8852,Cliente_08852,Cali,19,2,77.9,Sí,Bronce
8853,Cliente_08853,Cartagena,20,3,100.85,No,Plata
8854,Cliente_08854,Bucaramanga,21,4,123.8,Sí,Oro
8855,Cliente_08855,Pereira,22,5,146.75,Sí,Platino
8856,Cliente_08856,Bogotá,23,6,169.7,No,Bronce
8857,Cliente_08857,Medellín,24,7,138.25,Sí,Plata
8858,Cliente_08858,Cali,25,8,161.2,Sí,Oro
8859,Cliente_08859,Cartagena,26,9,184.15,No,Platino
8860,Cliente_08860,Bucaramanga,27,10,207.1,Sí,Bronce
8861,Cliente_08861,Pereira,28,11,230.05,Sí,Plata
8862,Cliente_08862,Bogotá,29,12,253.0,No,Oro
8863,Cliente_08863,Medellín,30,13,275.95,Sí,Platino
8864,Cliente_08864,Cali,31,14,298.9,Sí,Bronce
8865,Cliente_08865,Cartagena,32,15,321.85,No,Plata
8866,Cliente_08866,Bucaramanga,33,16,344.8,Sí,Oro
8867,Cliente_08867,Pereira,34,17,367.75,Sí,Platino
8868,Cliente_08868,Bogotá,35,18,390.7,No,Bronce
8869,Cliente_08869,Medellín,36,19,413.65,Sí,Plata
8870,Cliente_08870,Cali,37,20,436.6,Sí,Oro
8871,Cliente_08871,Cartagena,38,21,459.55,No,Platino
8872,Cliente_08872,Bucaramanga,39,22,482.5,Sí,Bronce
8873,Cliente_08873,Pereira,40,23,505.45,Sí,Plata
8874,Cliente_08874,Bogotá,41,24,474.0,No,Oro
8875,Cliente_08875,Medellín,42,0,3.2,Sí,Platino
8876,Cliente_08876,Cali,43,1,26.15,Sí,Bronce
8877,Cliente_08877,Cartagena,44,2,49.1,No,Plata
8878,Cliente_08878,Bucaramanga,45,3,72.05,Sí,Oro
8879,Cliente_08879,Pereira,46,4,95.0,Sí,Platino
8880,Cliente_08880,Bogotá,47,5,117.95,No,Bronce
8881,Cliente_08881,Medellín,48,6,140.9,Sí,Plata
8882,Cliente_08882,Cali,49,7,163.85,Sí,Oro
8883,Cliente_08883,Cartagena,50,8,186.8,No,Platino
8884,Cliente_08884,Bucaramanga,51,9,209.75,Sí,Bronce
8885,Cliente_08885,Pereira,52,10,232.7,Sí,Plata
8886,Cliente_08886,Bogotá,53,11,255.65,No,Oro
8887,Cliente_08887,Medellín,54,12,278.6,Sí,Platino
8888,Cliente_08888,Cali,55,13,301.55,Sí,Bronce
8889,Cliente_08889,Cartagena,56,14,324.5,No,Plata
8890,Cliente_08890,Bucaramanga,57,15,347.45,Sí,Oro
8891,Cliente_08891,Pereira,58,16,316.0,Sí,Platino
8892,Cliente_08892,Bogotá,59,17,338.95,No,Bronce
8893,Cliente_08893,Medellín,60,18,361.9,Sí,Plata
8894,Cliente_08894,Cali,61,19,384.85,Sí,Oro
8895,Cliente_08895,Cartagena,62,20,407.8,No,Platino
8896,Cliente_08896,Bucaramanga,63,21,430.75,Sí,Bronce
8897,Cliente_08897,Pereira,64,22,453.7,Sí,Plata
8898,Cliente_08898,Bogotá,65,23,476.65,No,Oro
8899,Cliente_08899,Medellín,66,24,499.6,Sí,Platino
8900,Cliente_08900,Cali,67,0,28.8,Sí,Bronce
8901,Cliente_08901,Cartagena,68,1,51.75,No,Plata
8902,Cliente_08902,Bucaramanga,69,2,74.7,Sí,Oro
8903,Cliente_08903,Pereira,70,3,97.65,Sí,Platino
8904,Cliente_08904,Bogotá,18,4,120.6,No,Bronce
8905,Cliente_08905,Medellín,19,5,143.55,Sí,Plata
8906,Cliente_08906,Cali,20,6,166.5,Sí,Oro
8907,Cliente_08907,Cartagena,21,7,189.45,No,Platino
8908,Cliente_08908,Bucaramanga,22,8,158.0,Sí,Bronce
8909,Cliente_08909,Pereira,23,9,180.95,Sí,Plata
8910,Cliente_08910,Bogotá,24,10,203.9,No,Oro
8911,Cliente_08911,Medellín,25,11,226.85,Sí,Platino
8912,Cliente_08912,Cali,26,12,249.8,Sí,Bronce
8913,Cliente_08913,Cartagena,27,13,272.75,No,Plata
8914,Cliente_08914,Bucaramanga,28,14,295.7,Sí,Oro
8915,Cliente_08915,Pereira,29,15,318.65,Sí,Platino
8916,Cliente_08916,Bogotá,30,16,341.6,No,Bronce
8917,Cliente_08917,Medellín,31,17,364.55,Sí,Plata
8918,Cliente_08918,Cali,32,18,387.5,Sí,Oro
8919,Cliente_08919,Cartagena,33,19,410.45,No,Platino
8920,Cliente_08920,Bucaramanga,34,20,433.4,Sí,Bronce
8921,Cliente_08921,Pereira,35,21,456.35,Sí,Plata
8922,Cliente_08922,Bogotá,36,22,479.3,No,Oro
8923,Cliente_08923,Medellín,37,23,502.25,Sí,Platino
8924,Cliente_08924,Cali,38,24,525.2,Sí,Bronce
8925,Cliente_08925,Cartagena,39,0,0.0,No,Plata
8926,Cliente_08926,Bucaramanga,40,1,22.95,Sí,Oro
8927,Cliente_08927,Pereira,41,2,45.9,Sí,Platino
8928,Cliente_08928,Bogotá,42,3,68.85,No,Bronce
8929,Cliente_08929,Medellín,43,4,91.8,Sí,Plata
8930,Cliente_08930,Cali,44,5,114.75,Sí,Oro
8931,Cliente_08931,Cartagena,45,6,137.7,No,Platino
8932,Cliente_08932,Bucaramanga,46,7,160.65,Sí,Bronce
8933,Cliente_08933,Pereira,47,8,183.6,Sí,Plata
8934,Cliente_08934,Bogotá,48,9,206.55,No,Oro
8935,Cliente_08935,Medellín,49,10,229.5,Sí,Platino
8936,Cliente_08936,Cali,50,11,252.45,Sí,Bronce
8937,Cliente_08937,Cartagena,51,12,275.4,No,Plata
8938,Cliente_08938,Bucaramanga,52,13,298.35,Sí,Oro
8939,Cliente_08939,Pereira,53,14,321.3,Sí,Platino
8940,Cliente_08940,Bogotá,54,15,344.25,No,Bronce
8941,Cliente_08941,Medellín,55,16,367.2,Sí,Plata
8942,Cliente_08942,Cali,56,17,335.75,Sí,Oro
8943,Cliente_08943,Cartagena,57,18,358.7,No,Platino
8944,Cliente_08944,Bucaramanga,58,19,381.65,Sí,Bronce
8945,Cliente_08945,Pereira,59,20,404.6,Sí,Plata
8946,Cliente_08946,Bogotá,60,21,427.55,No,Oro
8947,Cliente_08947,Medellín,61,22,450.5,Sí,Platino
8948,Cliente_08948,Cali,62,23,473.45,Sí,Bronce
8949,Cliente_08949,Cartagena,63,24,496.4,No,Plata
8950,Cliente_08950,Bucaramanga,64,0,25.6,Sí,Oro
8951,Cliente_08951,Pereira,65,1,48.55,Sí,Platino
8952,Cliente_08952,Bogotá,66,2,71.5,No,Bronce
8953,Cliente_08953,Medellín,67,3,94.45,Sí,Plata
8954,Cliente_08954,Cali,68,4,117.4,Sí,Oro
8955,Cliente_08955,Cartagena,69,5,140.35,No,Platino
8956,Cliente_08956,Bucaramanga,70,6,163.3,Sí,Bronce
8957,Cliente_08957,Pereira,18,7,186.25,Sí,Plata
8958,Cliente_08958,Bogotá,19,8,209.2,No,Oro
8959,Cliente_08959,Medellín,20,9,177.75,Sí,Platino
8960,Cliente_08960,Cali,21,10,200.7,Sí,Bronce
8961,Cliente_08961,Cartagena,22,11,223.65,No,Plata
8962,Cliente_08962,Bucaramanga,23,12,246.6,Sí,Oro
8963,Cliente_08963,Pereira,24,13,269.55,Sí,Platino
8964,Cliente_08964,Bogotá,25,14,292.5,No,Bronce
8965,Cliente_08965,Medellín,26,15,315.45,Sí,Plata
8966,Cliente_08966,Cali,27,16,338.4,Sí,Oro
8967,Cliente_08967,Cartagena,28,17,361.35,No,Platino
8968,Cliente_08968,Bucaramanga,29,18,384.3,Sí,Bronce
8969,Cliente_08969,Pereira,30,19,407.25,Sí,Plata
8970,Cliente_08970,Bogotá,31,20,430.2,No,Oro
8971,Cliente_08971,Medellín,32,21,453.15,Sí,Platino
8972,Cliente_08972,Cali,33,22,476.1,Sí,Bronce
8973,Cliente_08973,Cartagena,34,23,499.05,No,Plata
8974,Cliente_08974,Bucaramanga,35,24,522.0,Sí,Oro
8975,Cliente_08975,Pereira,36,0,51.2,Sí,Platino
8976,Cliente_08976,Bogotá,37,1,19.75,No,Bronce
8977,Cliente_08977,Medellín,38,2,42.7,Sí,Plata
8978,Cliente_08978,Cali,39,3,65.65,Sí,Oro
8979,Cliente_08979,Cartagena,40,4,88.6,No,Platino
8980,Cliente_08980,Bucaramanga,41,5,111.55,Sí,Bronce
8981,Cliente_08981,Pereira,42,6,134.5,Sí,Plata
8982,Cliente_08982,Bogotá,43,7,157.45,No,Oro
8983,Cliente_08983,Medellín,44,8,180.4,Sí,Platino
8984,Cliente_08984,Cali,45,9,203.35,Sí,Bronce
8985,Cliente_08985,Cartagena,46,10,226.3,No,Plata
8986,Cliente_08986,Bucaramanga,47,11,249.25,Sí,Oro
8987,Cliente_08987,Pereira,48,12,272.2,Sí,Platino
8988,Cliente_08988,Bogotá,49,13,295.15,No,Bronce
8989,Cliente_08989,Medellín,50,14,318.1,Sí,Plata
8990,Cliente_08990,Cali,51,15,341.05,Sí,Oro
8991,Cliente_08991,Cartagena,52,16,364.0,No,Platino
8992,Cliente_08992,Bucaramanga,53,17,386.95,Sí,Bronce
8993,Cliente_08993,Pereira,54,18,355.5,Sí,Plata
8994,Cliente_08994,Bogotá,55,19,378.45,No,Oro
8995,Cliente_08995,Medellín,56,20,401.4,Sí,Platino
8996,Cliente_08996,Cali,57,21,424.35,Sí,Bronce
8997,Cliente_08997,Cartagena,58,22,447.3,No,Plata
8998,Cliente_08998,Bucaramanga,59,23,470.25,Sí,Oro
8999,Cliente_08999,Pereira,60,24,493.2,Sí,Platino
9000,Cliente_09000,Bogotá,61,0,22.4,No,Bronce
9001,Cliente_09001,Medellín,62,1,45.35,Sí,Plata
9002,Cliente_09002,Cali,63,2,68.3,Sí,Oro
9003,Cliente_09003,Cartagena,64,3,91.25,No,Platino
9004,Cliente_09004,Bucaramanga,65,4,114.2,Sí,Bronce
9005,Cliente_09005,Pereira,66,5,137.15,Sí,Plata
9006,Cliente_09006,Bogotá,67,6,160.1,No,Oro
9007,Cliente_09007,Medellín,68,7,183.05,Sí,Platino
9008,Cliente_09008,Cali,69,8,206.0,Sí,Bronce
9009,Cliente_09009,Cartagena,70,9,228.95,No,Plata
9010,Cliente_09010,Bucaramanga,18,10,197.5,Sí,Oro
9011,Cliente_09011,Pereira,19,11,220.45,Sí,Platino
9012,Cliente_09012,Bogotá,20,12,243.4,No,Bronce
9013,Cliente_09013,Medellín,21,13,266.35,Sí,Plata
9014,Cliente_09014,Cali,22,14,289.3,Sí,Oro
9015,Cliente_09015,Cartagena,23,15,312.25,No,Platino
9016,Cliente_09016,Bucaramanga,24,16,335.2,Sí,Bronce
9017,Cliente_09017,Pereira,25,17,358.15,Sí,Plata
9018,Cliente_09018,Bogotá,26,18,381.1,No,Oro
9019,Cliente_09019,Medellín,27,19,404.05,Sí,Platino
9020,Cliente_09020,Cali,28,20,427.0,Sí,Bronce
9021,Cliente_09021,Cartagena,29,21,449.95,No,Plata
9022,Cliente_09022,Bucaramanga,30,22,472.9,Sí,Oro
9023,Cliente_09023,Pereira,31,23,495.85,Sí,Platino
9024,Cliente_09024,Bogotá,32,24,518.8,No,Bronce
9025,Cliente_09025,Medellín,33,0,48.0,Sí,Plata
9026,Cliente_09026,Cali,34,1,70.95,Sí,Oro
9027,Cliente_09027,Cartagena,35,2,39.5,No,Platino
9028,Cliente_09028,Bucaramanga,36,3,62.45,Sí,Bronce
9029,Cliente_09029,Pereira,37,4,85.4,Sí,Plata
9030,Cliente_09030,Bogotá,38,5,108.35,No,Oro
9031,Cliente_09031,Medellín,39,6,131.3,Sí,Platino
9032,Cliente_09032,Cali,40,7,154.25,Sí,Bronce
9033,Cliente_09033,Cartagena,41,8,177.2,No,Plata
9034,Cliente_09034,Bucaramanga,42,9,200.15,Sí,Oro
9035,Cliente_09035,Pereira,43,10,223.1,Sí,Platino
9036,Cliente_09036,Bogotá,44,11,246.05,No,Bronce
9037,Cliente_09037,Medellín,45,12,269.0,Sí,Plata
9038,Cliente_09038,Cali,46,13,291.95,Sí,Oro
9039,Cliente_09039,Cartagena,47,14,314.9,No,Platino
9040,Cliente_09040,Bucaramanga,48,15,337.85,Sí,Bronce
9041,Cliente_09041,Pereira,49,16,360.8,Sí,Plata
9042,Cliente_09042,Bogotá,50,17,383.75,No,Oro
9043,Cliente_09043,Medellín,51,18,406.7,Sí,Platino
9044,Cliente_09044,Cali,52,19,375.25,Sí,Bronce
9045,Cliente_09045,Cartagena,53,20,398.2,No,Plata
9046,Cliente_09046,Bucaramanga,54,21,421.15,Sí,Oro
9047,Cliente_09047,Pereira,55,22,444.1,Sí,Platino
9048,Cliente_09048,Bogotá,56,23,467.05,No,Bronce
9049,Cliente_09049,Medellín,57,24,490.0,Sí,Plata
9050,Cliente_09050,Cali,58,0,19.2,Sí,Oro
9051,Cliente_09051,Cartagena,59,1,42.15,No,Platino
9052,Cliente_09052,Bucaramanga,60,2,65.1,Sí,Bronce
9053,Cliente_09053,Pereira,61,3,88.05,Sí,Plata
9054,Cliente_09054,Bogotá,62,4,111.0,No,Oro
9055,Cliente_09055,Medellín,63,5,133.95,Sí,Platino
9056,Cliente_09056,Cali,64,6,156.9,Sí,Bronce
9057,Cliente_09057,Cartagena,65,7,179.85,No,Plata
9058,Cliente_09058,Bucaramanga,66,8,202.8,Sí,Oro
9059,Cliente_09059,Pereira,67,9,225.75,Sí,Platino
9060,Cliente_09060,Bogotá,68,10,248.7,No,Bronce
9061,Cliente_09061,Medellín,69,11,217.25,Sí,Plata
9062,Cliente_09062,Cali,70,12,240.2,Sí,Oro
9063,Cliente_09063,Cartagena,18,13,263.15,No,Platino
9064,Cliente_09064,Bucaramanga,19,14,286.1,Sí,Bronce
9065,Cliente_09065,Pereira,20,15,309.05,Sí,Plata
9066,Cliente_09066,Bogotá,21,16,332.0,No,Oro
9067,Cliente_09067,Medellín,22,17,354.95,Sí,Platino
9068,Cliente_09068,Cali,23,18,377.9,Sí,Bronce
9069,Cliente_09069,Cartagena,24,19,400.85,No,Plata
9070,Cliente_09070,Bucaramanga,25,20,423.8,Sí,Oro
9071,Cliente_09071,Pereira,26,21,446.75,Sí,Platino
9072,Cliente_09072,Bogotá,27,22,469.7,No,Bronce
9073,Cliente_09073,Medellín,28,23,492.65,Sí,Plata
9074,Cliente_09074,Cali,29,24,515.6,Sí,Oro
9075,Cliente_09075,Cartagena,30,0,44.8,No,Platino
9076,Cliente_09076,Bucaramanga,31,1,67.75,Sí,Bronce
9077,Cliente_09077,Pereira,32,2,90.7,Sí,Plata
9078,Cliente_09078,Bogotá,33,3,59.25,No,Oro
9079,Cliente_09079,Medellín,34,4,82.2,Sí,Platino
9080,Cliente_09080,Cali,35,5,105.15,Sí,Bronce
9081,Cliente_09081,Cartagena,36,6,128.1,No,Plata
9082,Cliente_09082,Bucaramanga,37,7,151.05,Sí,Oro
9083,Cliente_09083,Pereira,38,8,174.0,Sí,Platino
9084,Cliente_09084,Bogotá,39,9,196.95,No,Bronce
9085,Cliente_09085,Medellín,40,10,219.9,Sí,Plata
9086,Cliente_09086,Cali,41,11,242.85,Sí,Oro
9087,Cliente_09087,Cartagena,42,12,265.8,No,Platino
9088,Cliente_09088,Bucaramanga,43,13,288.75,Sí,Bronce
9089,Cliente_09089,Pereira,44,14,311.7,Sí,Plata
9090,Cliente_09090,Bogotá,45,15,334.65,No,Oro
9091,Cliente_09091,Medellín,46,16,357.6,Sí,Platino
9092,Cliente_09092,Cali,47,17,380.55,Sí,Bronce
9093,Cliente_09093,Cartagena,48,18,403.5,No,Plata
9094,Cliente_09094,Bucaramanga,49,19,426.45,Sí,Oro
9095,Cliente_09095,Pereira,50,20,395.0,Sí,Platino
9096,Cliente_09096,Bogotá,51,21,417.95,No,Bronce
9097,Cliente_09097,Medellín,52,22,440.9,Sí,Plata
9098,Cliente_09098,Cali,53,23,463.85,Sí,Oro
9099,Cliente_09099,Cartagena,54,24,486.8,No,Platino
9100,Cliente_09100,Bucaramanga,55,0,16.0,Sí,Bronce
9101,Cliente_09101,Pereira,56,1,38.95,Sí,Plata
9102,Cliente_09102,Bogotá,57,2,61.9,No,Oro
9103,Cliente_09103,Medellín,58,3,84.85,Sí,Platino
9104,Cliente_09104,Cali,59,4,107.8,Sí,Bronce
9105,Cliente_09105,Cartagena,60,5,130.75,No,Plata
9106,Cliente_09106,Bucaramanga,61,6,153.7,Sí,Oro
9107,Cliente_09107,Pereira,62,7,176.65,Sí,Platino
9108,Cliente_09108,Bogotá,63,8,199.6,No,Bronce
9109,Cliente_09109,Medellín,64,9,222.55,Sí,Plata
9110,Cliente_09110,Cali,65,10,245.5,Sí,Oro
9111,Cliente_09111,Cartagena,66,11,268.45,No,Platino
9112,Cliente_09112,Bucaramanga,67,12,237.0,Sí,Bronce
9113,Cliente_09113,Pereira,68,13,259.95,Sí,Plata
9114,Cliente_09114,Bogotá,69,14,282.9,No,Oro
9115,Cliente_09115,Medellín,70,15,305.85,Sí,Platino
9116,Cliente_09116,Cali,18,16,328.8,Sí,Bronce
9117,Cliente_09117,Cartagena,19,17,351.75,No,Plata
9118,Cliente_09118,Bucaramanga,20,18,374.7,Sí,Oro
9119,Cliente_09119,Pereira,21,19,397.65,Sí,Platino
